from,to,dist,time,????12????????,????5????????
571FB,571HP,33.959,72.918,13,#N/A
571FB,571QF,26.953,58.906,13,#N/A
571FB,571QA,19.331,43.662,13,#N/A
571FB,571QC,26.504,58.008,13,#N/A
571FB,571QD,22.698,50.396,13,#N/A
571FB,571QE,24.412,53.824,13,#N/A
571FB,571QM,31.061,62.122,13,#N/A
571FB,571L,76.825,158.65,13,#N/A
571FB,571LA,75.337,155.674,13,#N/A
571FB,571SF,150.225,305.45,13,#N/A
571FB,571SA,128.829,262.658,13,#N/A
571FB,571SE,123.81,252.62,13,#N/A
571FB,571SP,144.402,293.804,13,#N/A
571FB,571SQ,103.662,212.324,13,#N/A
571FB,571ST,117.836,240.672,13,#N/A
571FB,571NB,30.755,66.51,13,#N/A
571FB,571NH,40.721,54.29466667,13,8
571FB,571QB,38.131,81.262,13,#N/A
571FB,571FX,12.345,24.69,13,#N/A
571FB,571KM,17.27,34.54,13,#N/A
571FB,571TC,42.836,90.672,13,#N/A
571FB,571TB,30.491,65.982,13,#N/A
571FB,571TE,39.989,84.978,13,#N/A
571FB,571TK,29.278,63.556,13,#N/A
571FB,571TP,40.257,53.676,13,4
571FB,571W,28.289,61.578,13,#N/A
571FB,571WA,24.475,48.95,13,#N/A
571FB,571WW,30.033,40.044,13,5
571CD,571AA,8.167,16.334,#N/A,#N/A
571CD,571AD,10.32,20.64,#N/A,#N/A
571CD,571AF,10.841,21.682,#N/A,#N/A
571CD,571AG,6.848,13.696,#N/A,#N/A
571CD,571AC,29.172,58.344,#N/A,#N/A
571CD,571AQ,36.301,72.602,#N/A,#N/A
571CD,571AM,13.525,27.05,#N/A,#N/A
571CD,571AB,40.815,81.63,#N/A,#N/A
571CD,571JC,42.037,84.074,#N/A,#N/A
571CD,571KH,51.552,103.104,#N/A,#N/A
571CD,571TH,75.15,150.3,#N/A,#N/A
571CD,571TL,29.851,59.702,#N/A,#N/A
571CD,571DA,20.789,41.578,#N/A,#N/A
571CD,571K,15.282,30.564,#N/A,#N/A
571CD,571KF,17.215,34.43,#N/A,#N/A
571CD,571KC,21.886,43.772,#N/A,#N/A
571CD,571TD,22.376,44.752,#N/A,#N/A
571CD,571TN,26.055,52.11,#N/A,#N/A
571CD,571HC,21.011,42.022,#N/A,#N/A
571CD,571TM,19.018,38.036,#N/A,#N/A
571CD,571B,7.321,14.642,#N/A,#N/A
571CD,571BM,11.17,22.34,#N/A,#N/A
571CD,571CAE,18.898,42.796,#N/A,#N/A
571CD,571FC,23.628,52.256,#N/A,#N/A
571CD,571FN,32.58,70.16,#N/A,#N/A
571CD,571LD,20.916,46.832,#N/A,#N/A
571CD,571FT,20.414,45.828,#N/A,#N/A
571CD,571KB,19.029,43.058,#N/A,#N/A
571CD,571CS,8.119,16.238,#N/A,#N/A
571CD,571D,14.146,28.292,#N/A,#N/A
571CD,571DC,8.623,17.246,#N/A,#N/A
571CD,571CC,32.219,69.438,#N/A,#N/A
571CD,571FQ,42.376,89.752,#N/A,#N/A
571CD,571HK,39.767,84.534,#N/A,#N/A
571CD,571E,9.242,18.484,#N/A,#N/A
571CD,571EA,10.776,21.552,#N/A,#N/A
571CD,571HB,28.983,57.966,#N/A,#N/A
571CD,571KT,29.323,58.646,#N/A,#N/A
571CD,571DB,18.575,37.15,#N/A,#N/A
571CD,571DJ,14.799,29.598,#N/A,#N/A
571CD,571H,34.314,68.628,#N/A,#N/A
571CD,571TF,31.446,62.892,#N/A,#N/A
571CD,571TQ,28.919,57.838,#N/A,#N/A
571CD,571FF,20.506,46.012,#N/A,#N/A
571CD,571FH,25.337,55.674,#N/A,#N/A
571CD,571FL,22.963,50.926,#N/A,#N/A
571CD,571FJ,108.473,216.946,#N/A,#N/A
571CD,571SC,97.124,194.248,#N/A,#N/A
571CD,571FG,70.615,146.23,#N/A,#N/A
571CD,571MQ,49.118,103.236,#N/A,#N/A
571CD,571NF,11.809,23.618,#N/A,#N/A
571CD,571NG,27.508,55.016,#N/A,#N/A
571CD,571FA,30.6,66.2,#N/A,#N/A
571CD,571FP,29.203,63.406,#N/A,#N/A
571CD,571HJ,20.637,46.274,#N/A,#N/A
571CD,571LB,27.106,59.212,#N/A,#N/A
571CD,571QKA,11.753,23.506,#N/A,#N/A
571CD,571QKB,43.323,86.646,#N/A,#N/A
571CD,571QKC,6.947,13.894,#N/A,#N/A
571CD,571QKD,29.085,58.17,#N/A,#N/A
571CD,571QKE,20.403,45.806,#N/A,#N/A
571CD,571QKF,13.517,27.034,#N/A,#N/A
571CD,571QKG,13.544,27.088,#N/A,#N/A
571CD,571QKT,0,5,#N/A,#N/A
571CD,571FM,20.05,45.1,#N/A,#N/A
571CD,571FD,47.834,100.668,#N/A,#N/A
571CD,571FR,37.22,79.44,#N/A,#N/A
571CD,571FS,59.616,124.232,#N/A,#N/A
571CD,571LH,43.805,92.61,#N/A,#N/A
571CD,571SH,51.018,107.036,#N/A,#N/A
571CD,571FK,61.593,123.186,#N/A,#N/A
571CD,571G,39.738,79.476,#N/A,7
571CD,571GB,33.592,67.184,#N/A,#N/A
571CD,571GC,50.075,100.15,#N/A,#N/A
571CD,571HG,43.851,87.702,#N/A,#N/A
571CD,571SB,42.586,85.172,#N/A,#N/A
571CD,571SD,36.618,73.236,#N/A,#N/A
571CD,571CK,19.752,44.504,#N/A,#N/A
571CD,571CL,20.645,46.29,#N/A,#N/A
571CD,571FB,20.909,46.818,#N/A,6
571CD,571HN,5.649,11.298,#N/A,#N/A
571CD,571J,4.297,8.594,#N/A,#N/A
571CD,571JB,5.396,10.792,#N/A,#N/A
571CD,571KA,13.571,27.142,#N/A,#N/A
571CD,571KL,7.006,14.012,#N/A,#N/A
571CD,571FE,43.515,92.03,#N/A,#N/A
571CD,571MC,38.221,81.442,#N/A,#N/A
571CD,571MF,41.029,87.058,#N/A,#N/A
571CD,571M,44.064,93.128,#N/A,#N/A
571CD,571MB,41.267,87.534,#N/A,#N/A
571CD,571MD,55.365,115.73,#N/A,#N/A
571CD,571NA,24.348,48.696,#N/A,#N/A
571CD,571NE,15.163,30.326,#N/A,#N/A
571CD,571NC,18.049,36.098,#N/A,#N/A
571CD,571P,11.099,22.198,#N/A,#N/A
571CD,571PB,13.299,26.598,#N/A,#N/A
571CD,571PC,9.345,18.69,#N/A,#N/A
571CD,571PD,13.673,27.346,#N/A,#N/A
571CD,571AJ,3.14,6.28,#N/A,#N/A
571CD,571KJ,3.639,7.278,#N/A,#N/A
571CD,571PF,14.314,28.628,#N/A,#N/A
571CD,571PG,14.633,29.266,#N/A,#N/A
571CD,571PH,12.339,24.678,#N/A,#N/A
571CD,571AE,7.413,14.826,#N/A,#N/A
571CD,571HP,9.647,19.294,#N/A,#N/A
571CD,571QF,6.803,13.606,#N/A,#N/A
571CD,571QA,6.524,13.048,#N/A,#N/A
571CD,571QC,8.631,17.262,#N/A,#N/A
571CD,571QD,4.89,9.78,#N/A,#N/A
571CD,571QE,8.684,17.368,#N/A,#N/A
571CD,571QM,45.599,96.198,#N/A,#N/A
571CD,571L,85.335,170.67,#N/A,#N/A
571CD,571LA,83.847,167.694,#N/A,#N/A
571CD,571SF,158.735,317.47,#N/A,#N/A
571CD,571SA,137.339,274.678,#N/A,#N/A
571CD,571SE,132.32,264.64,#N/A,#N/A
571CD,571SP,152.912,305.824,#N/A,#N/A
571CD,571SQ,112.172,224.344,#N/A,#N/A
571CD,571ST,126.346,252.692,#N/A,#N/A
571CD,571NB,10.877,21.754,#N/A,#N/A
571CD,571NH,12.686,25.372,#N/A,8
571CD,571QB,18.469,36.938,#N/A,#N/A
571CD,571FX,32.048,69.096,#N/A,#N/A
571CD,571KM,30.15,65.3,#N/A,#N/A
571CD,571TC,36.614,73.228,#N/A,#N/A
571CD,571TB,23.611,47.222,#N/A,#N/A
571CD,571TE,30.25,60.5,#N/A,#N/A
571CD,571TK,23.056,46.112,#N/A,#N/A
571CD,571TP,34.035,68.07,#N/A,4
571CD,571W,28.905,57.81,#N/A,#N/A
571CD,571WA,39.093,83.186,#N/A,#N/A
571CD,571WW,44.571,94.142,#N/A,5
571HN,571AA,19.907,39.814,#N/A,#N/A
571HN,571AD,16.166,32.332,#N/A,#N/A
571HN,571AF,19.746,39.492,#N/A,#N/A
571HN,571AG,5.306,10.612,#N/A,#N/A
571HN,571AC,49.467,98.934,#N/A,#N/A
571HN,571AQ,52.003,104.006,#N/A,#N/A
571HN,571AM,25.107,50.214,#N/A,#N/A
571HN,571AB,38.42,76.84,#N/A,#N/A
571HN,571JC,39.642,79.284,#N/A,#N/A
571HN,571KH,49.157,98.314,#N/A,#N/A
571HN,571TH,72.755,145.51,#N/A,#N/A
571HN,571TL,27.456,54.912,#N/A,#N/A
571HN,571DA,23.638,47.276,#N/A,#N/A
571HN,571K,22.583,45.166,#N/A,#N/A
571HN,571KF,19.953,39.906,#N/A,#N/A
571HN,571KC,33.611,67.222,#N/A,#N/A
571HN,571TD,33.685,67.37,#N/A,#N/A
571HN,571TN,37.521,75.042,#N/A,#N/A
571HN,571HC,29.942,59.884,#N/A,#N/A
571HN,571TM,27.949,55.898,#N/A,#N/A
571HN,571B,16.723,33.446,#N/A,#N/A
571HN,571BM,22.641,45.282,#N/A,#N/A
571HN,571CAE,30.369,65.738,#N/A,#N/A
571HN,571FC,35.892,76.784,#N/A,#N/A
571HN,571FN,41.511,88.022,#N/A,#N/A
571HN,571LD,33.443,71.886,#N/A,#N/A
571HN,571FT,31.885,68.77,#N/A,#N/A
571HN,571KB,30.5,66,#N/A,#N/A
571HN,571CS,20.239,40.478,#N/A,#N/A
571HN,571D,16.924,33.848,#N/A,#N/A
571HN,571DC,10.335,20.67,#N/A,#N/A
571HN,571CC,43.781,92.562,#N/A,#N/A
571HN,571FQ,63.655,132.31,#N/A,#N/A
571HN,571HK,37.525,80.05,#N/A,#N/A
571HN,571E,21.154,42.308,#N/A,#N/A
571HN,571EA,22.688,45.376,#N/A,#N/A
571HN,571HB,48.83,97.66,#N/A,#N/A
571HN,571KT,47.213,94.426,#N/A,#N/A
571HN,571DB,22.988,45.976,#N/A,#N/A
571HN,571DJ,16.511,33.022,#N/A,#N/A
571HN,571H,38.038,76.076,#N/A,#N/A
571HN,571TF,43.057,86.114,#N/A,#N/A
571HN,571TQ,40.921,81.842,#N/A,#N/A
571HN,571FF,27.296,59.592,#N/A,#N/A
571HN,571FH,35.515,76.03,#N/A,#N/A
571HN,571FL,29.927,64.854,#N/A,#N/A
571HN,571FJ,106.078,212.156,#N/A,#N/A
571HN,571SC,94.882,189.764,#N/A,#N/A
571HN,571FG,80.98,166.96,#N/A,#N/A
571HN,571MQ,62.871,130.742,#N/A,#N/A
571HN,571NF,15.02,30.04,#N/A,#N/A
571HN,571NG,25.67,51.34,#N/A,#N/A
571HN,571FA,39.531,84.062,#N/A,#N/A
571HN,571FP,38.134,81.268,#N/A,#N/A
571HN,571HJ,33.164,71.328,#N/A,#N/A
571HN,571LB,36.037,77.074,#N/A,#N/A
571HN,571QKA,14.964,29.928,#N/A,#N/A
571HN,571QKB,64.363,128.726,#N/A,#N/A
571HN,571QKC,5.867,11.734,#N/A,#N/A
571HN,571QKD,50.376,100.752,#N/A,#N/A
571HN,571QKE,31.874,68.748,#N/A,#N/A
571HN,571QKF,25.099,50.198,#N/A,#N/A
571HN,571QKG,8.612,17.224,#N/A,#N/A
571HN,571QKT,0,5,#N/A,#N/A
571HN,571FM,31.521,68.042,#N/A,#N/A
571HN,571FD,45.592,96.184,#N/A,#N/A
571HN,571FR,34.978,74.956,#N/A,#N/A
571HN,571FS,57.374,119.748,#N/A,#N/A
571HN,571LH,41.563,88.126,#N/A,#N/A
571HN,571SH,48.776,102.552,#N/A,#N/A
571HN,571FK,59.351,118.702,#N/A,#N/A
571HN,571G,37.496,74.992,#N/A,7
571HN,571GB,31.35,62.7,#N/A,#N/A
571HN,571GC,47.833,95.666,#N/A,#N/A
571HN,571HG,41.609,83.218,#N/A,#N/A
571HN,571SB,40.344,80.688,#N/A,#N/A
571HN,571SD,34.376,68.752,#N/A,#N/A
571HN,571CK,32.279,69.558,#N/A,#N/A
571HN,571CL,32.116,69.232,#N/A,#N/A
571HN,571FB,32.38,69.76,#N/A,6
571HN,571CD,5.686,11.372,#N/A,#N/A
571HN,571J,8.961,17.922,#N/A,#N/A
571HN,571JB,9.214,18.428,#N/A,#N/A
571HN,571KA,22.385,44.77,#N/A,#N/A
571HN,571KL,18.12,36.24,#N/A,#N/A
571HN,571FE,57.268,119.536,#N/A,#N/A
571HN,571MC,51.974,108.948,#N/A,#N/A
571HN,571MF,54.782,114.564,#N/A,#N/A
571HN,571M,65.104,135.208,#N/A,#N/A
571HN,571MB,62.307,129.614,#N/A,#N/A
571HN,571MD,76.405,157.81,#N/A,#N/A
571HN,571NA,22.243,44.486,#N/A,#N/A
571HN,571NE,15.361,30.722,#N/A,#N/A
571HN,571NC,26.98,53.96,#N/A,#N/A
571HN,571P,23.827,47.654,#N/A,#N/A
571HN,571PB,26.626,53.252,#N/A,#N/A
571HN,571PC,21.085,42.17,#N/A,#N/A
571HN,571PD,25.144,50.288,#N/A,#N/A
571HN,571AJ,8.103,16.206,#N/A,#N/A
571HN,571KJ,8.602,17.204,#N/A,#N/A
571HN,571PF,25.785,51.57,#N/A,#N/A
571HN,571PG,20.385,40.77,#N/A,#N/A
571HN,571PH,24.874,49.748,#N/A,#N/A
571HN,571AE,4.702,9.404,#N/A,#N/A
571HN,571HP,4.088,8.176,#N/A,#N/A
571HN,571QF,5.723,11.446,#N/A,#N/A
571HN,571QA,11.881,23.762,#N/A,#N/A
571HN,571QC,10.343,20.686,#N/A,#N/A
571HN,571QD,9.483,18.966,#N/A,#N/A
571HN,571QE,10.396,20.792,#N/A,#N/A
571HN,571QM,66.639,138.278,#N/A,#N/A
571HN,571L,83.093,166.186,#N/A,#N/A
571HN,571LA,81.605,163.21,#N/A,#N/A
571HN,571SF,156.493,312.986,#N/A,#N/A
571HN,571SA,135.097,270.194,#N/A,#N/A
571HN,571SE,130.078,260.156,#N/A,#N/A
571HN,571SP,150.67,301.34,#N/A,#N/A
571HN,571SQ,109.93,219.86,#N/A,#N/A
571HN,571ST,124.104,248.208,#N/A,#N/A
571HN,571NB,8.214,16.428,#N/A,#N/A
571HN,571NH,7.754,15.508,#N/A,8
571HN,571QB,13.228,26.456,#N/A,#N/A
571HN,571FX,40.979,86.958,#N/A,#N/A
571HN,571KM,39.081,83.162,#N/A,#N/A
571HN,571TC,39.443,78.886,#N/A,#N/A
571HN,571TB,21.773,43.546,#N/A,#N/A
571HN,571TE,28.412,56.824,#N/A,#N/A
571HN,571TK,34.781,69.562,#N/A,#N/A
571HN,571TP,37.063,74.126,#N/A,4
571HN,571W,50.556,101.112,#N/A,#N/A
571HN,571WA,60.133,125.266,#N/A,#N/A
571HN,571WW,65.611,136.222,#N/A,5
571J,571AA,4.474,8.948,#N/A,#N/A
571J,571AD,7.028,14.056,#N/A,#N/A
571J,571AF,7.549,15.098,#N/A,#N/A
571J,571AG,10.117,20.234,#N/A,#N/A
571J,571AC,25.88,51.76,#N/A,#N/A
571J,571AQ,33.009,66.018,#N/A,#N/A
571J,571AM,9.832,19.664,#N/A,#N/A
571J,571AB,43.939,87.878,#N/A,#N/A
571J,571JC,45.161,90.322,#N/A,#N/A
571J,571KH,54.676,109.352,#N/A,#N/A
571J,571TH,78.274,156.548,#N/A,#N/A
571J,571TL,32.975,65.95,#N/A,#N/A
571J,571DA,17.497,34.994,#N/A,#N/A
571J,571K,11.99,23.98,#N/A,#N/A
571J,571KF,13.923,27.846,#N/A,#N/A
571J,571KC,18.594,37.188,#N/A,#N/A
571J,571TD,19.084,38.168,#N/A,#N/A
571J,571TN,22.763,45.526,#N/A,#N/A
571J,571HC,17.719,35.438,#N/A,#N/A
571J,571TM,15.726,31.452,#N/A,#N/A
571J,571B,4.029,8.058,#N/A,#N/A
571J,571BM,7.477,14.954,#N/A,#N/A
571J,571CAE,15.205,35.41,#N/A,#N/A
571J,571FC,19.935,44.87,#N/A,#N/A
571J,571FN,29.288,63.576,#N/A,#N/A
571J,571LD,17.223,39.446,#N/A,#N/A
571J,571FT,16.721,38.442,#N/A,#N/A
571J,571KB,15.336,35.672,#N/A,#N/A
571J,571CS,4.426,8.852,#N/A,#N/A
571J,571D,10.854,21.708,#N/A,#N/A
571J,571DC,8.709,17.418,#N/A,#N/A
571J,571CC,28.526,62.052,#N/A,#N/A
571J,571FQ,39.084,83.168,#N/A,#N/A
571J,571HK,29.457,63.914,#N/A,#N/A
571J,571E,5.549,11.098,#N/A,#N/A
571J,571EA,7.083,14.166,#N/A,#N/A
571J,571HB,25.691,51.382,#N/A,#N/A
571J,571KT,26.031,52.062,#N/A,#N/A
571J,571DB,13.312,26.624,#N/A,#N/A
571J,571DJ,10.595,21.19,#N/A,#N/A
571J,571H,31.022,62.044,#N/A,#N/A
571J,571TF,28.154,56.308,#N/A,#N/A
571J,571TQ,25.627,51.254,#N/A,#N/A
571J,571FF,16.813,38.626,#N/A,#N/A
571J,571FH,21.644,48.288,#N/A,#N/A
571J,571FL,19.27,43.54,#N/A,#N/A
571J,571FJ,111.597,223.194,#N/A,#N/A
571J,571SC,100.248,200.496,#N/A,#N/A
571J,571FG,67.323,139.646,#N/A,#N/A
571J,571MQ,45.826,96.652,#N/A,#N/A
571J,571NF,11.895,23.79,#N/A,#N/A
571J,571NG,25.598,51.196,#N/A,#N/A
571J,571FA,27.308,59.616,#N/A,#N/A
571J,571FP,25.911,56.822,#N/A,#N/A
571J,571HJ,16.944,38.888,#N/A,#N/A
571J,571LB,23.814,52.628,#N/A,#N/A
571J,571QKA,11.839,23.678,#N/A,#N/A
571J,571QKB,40.031,80.062,#N/A,#N/A
571J,571QKC,10.071,20.142,#N/A,#N/A
571J,571QKD,25.793,51.586,#N/A,#N/A
571J,571QKE,16.71,38.42,#N/A,#N/A
571J,571QKF,9.824,19.648,#N/A,#N/A
571J,571QKG,16.813,33.626,#N/A,#N/A
571J,571QKT,0,5,#N/A,#N/A
571J,571FM,16.357,37.714,#N/A,#N/A
571J,571FD,51.875,108.75,#N/A,#N/A
571J,571FR,29.395,63.79,#N/A,#N/A
571J,571FS,63.657,132.314,#N/A,#N/A
571J,571LH,31.103,67.206,#N/A,#N/A
571J,571SH,43.193,91.386,#N/A,#N/A
571J,571FK,64.717,129.434,#N/A,#N/A
571J,571G,42.862,85.724,#N/A,7
571J,571GB,36.716,73.432,#N/A,#N/A
571J,571GC,53.199,106.398,#N/A,#N/A
571J,571HG,46.975,93.95,#N/A,#N/A
571J,571SB,45.71,91.42,#N/A,#N/A
571J,571SD,39.742,79.484,#N/A,#N/A
571J,571CK,16.059,37.118,#N/A,#N/A
571J,571CL,16.952,38.904,#N/A,#N/A
571J,571FB,17.216,39.432,#N/A,6
571J,571CD,3.994,7.988,#N/A,#N/A
571J,571HN,8.918,17.836,#N/A,#N/A
571J,571JB,1.969,3.938,#N/A,#N/A
571J,571KA,10.279,20.558,#N/A,#N/A
571J,571KL,3.714,7.428,#N/A,#N/A
571J,571FE,40.223,85.446,#N/A,#N/A
571J,571MC,34.929,74.858,#N/A,#N/A
571J,571MF,37.737,80.474,#N/A,#N/A
571J,571M,40.772,86.544,#N/A,#N/A
571J,571MB,37.975,80.95,#N/A,#N/A
571J,571MD,52.073,109.146,#N/A,#N/A
571J,571NA,22.877,45.754,#N/A,#N/A
571J,571NE,16.586,33.172,#N/A,#N/A
571J,571NC,14.757,29.514,#N/A,#N/A
571J,571P,7.406,14.812,#N/A,#N/A
571J,571PB,9.606,19.212,#N/A,#N/A
571J,571PC,5.652,11.304,#N/A,#N/A
571J,571PD,9.98,19.96,#N/A,#N/A
571J,571AJ,2.05,4.1,#N/A,#N/A
571J,571KJ,1.193,2.386,#N/A,#N/A
571J,571PF,10.621,21.242,#N/A,#N/A
571J,571PG,17.757,35.514,#N/A,#N/A
571J,571PH,8.646,17.292,#N/A,#N/A
571J,571AE,10.537,21.074,#N/A,#N/A
571J,571HP,12.916,25.832,#N/A,#N/A
571J,571QF,9.927,19.854,#N/A,#N/A
571J,571QA,3.232,6.464,#N/A,#N/A
571J,571QC,8.717,17.434,#N/A,#N/A
571J,571QD,5.491,10.982,#N/A,#N/A
571J,571QE,7.361,14.722,#N/A,#N/A
571J,571QM,42.307,89.614,#N/A,#N/A
571J,571L,88.459,176.918,#N/A,#N/A
571J,571LA,86.971,173.942,#N/A,#N/A
571J,571SF,161.859,323.718,#N/A,#N/A
571J,571SA,140.463,280.926,#N/A,#N/A
571J,571SE,135.444,270.888,#N/A,#N/A
571J,571SP,156.036,312.072,#N/A,#N/A
571J,571SQ,115.296,230.592,#N/A,#N/A
571J,571ST,129.47,258.94,#N/A,#N/A
571J,571NB,14.001,28.002,#N/A,#N/A
571J,571NH,15.955,31.91,#N/A,8
571J,571QB,21.593,43.186,#N/A,#N/A
571J,571FX,28.756,62.512,#N/A,#N/A
571J,571KM,26.858,58.716,#N/A,#N/A
571J,571TC,33.322,66.644,#N/A,#N/A
571J,571TB,22.024,44.048,#N/A,#N/A
571J,571TE,28.663,57.326,#N/A,#N/A
571J,571TK,19.764,39.528,#N/A,#N/A
571J,571TP,30.743,61.486,#N/A,4
571J,571W,25.613,51.226,#N/A,#N/A
571J,571WA,35.801,76.602,#N/A,#N/A
571J,571WW,41.279,87.558,#N/A,5
571JB,571AA,5.896,11.792,#N/A,#N/A
571JB,571AD,6.919,13.838,#N/A,#N/A
571JB,571AF,5.74,11.48,#N/A,#N/A
571JB,571AG,10.042,20.084,#N/A,#N/A
571JB,571AC,24.071,48.142,#N/A,#N/A
571JB,571AQ,31.2,62.4,#N/A,#N/A
571JB,571AM,11.192,22.384,#N/A,#N/A
571JB,571AB,45.979,91.958,#N/A,#N/A
571JB,571JC,47.201,94.402,#N/A,#N/A
571JB,571KH,56.716,113.432,#N/A,#N/A
571JB,571TH,80.314,160.628,#N/A,#N/A
571JB,571TL,35.015,70.03,#N/A,#N/A
571JB,571DA,15.688,31.376,#N/A,#N/A
571JB,571K,10.181,20.362,#N/A,#N/A
571JB,571KF,12.114,24.228,#N/A,#N/A
571JB,571KC,16.785,33.57,#N/A,#N/A
571JB,571TD,17.275,34.55,#N/A,#N/A
571JB,571TN,20.954,41.908,#N/A,#N/A
571JB,571HC,15.91,31.82,#N/A,#N/A
571JB,571TM,13.917,27.834,#N/A,#N/A
571JB,571B,2.22,4.44,#N/A,#N/A
571JB,571BM,8.63,17.26,#N/A,#N/A
571JB,571CAE,16.358,37.716,#N/A,#N/A
571JB,571FC,21.088,47.176,#N/A,#N/A
571JB,571FN,27.479,59.958,#N/A,#N/A
571JB,571LD,19.528,44.056,#N/A,#N/A
571JB,571FT,17.874,40.748,#N/A,#N/A
571JB,571KB,16.489,37.978,#N/A,#N/A
571JB,571CS,6.228,12.456,#N/A,#N/A
571JB,571D,9.045,18.09,#N/A,#N/A
571JB,571DC,7.482,14.964,#N/A,#N/A
571JB,571CC,29.679,64.358,#N/A,#N/A
571JB,571FQ,37.275,79.55,#N/A,#N/A
571JB,571HK,30.61,66.22,#N/A,#N/A
571JB,571E,7.143,14.286,#N/A,#N/A
571JB,571EA,8.677,17.354,#N/A,#N/A
571JB,571HB,23.882,47.764,#N/A,#N/A
571JB,571KT,24.222,48.444,#N/A,#N/A
571JB,571DB,14.813,29.626,#N/A,#N/A
571JB,571DJ,8.786,17.572,#N/A,#N/A
571JB,571H,29.213,58.426,#N/A,#N/A
571JB,571TF,26.345,52.69,#N/A,#N/A
571JB,571TQ,23.818,47.636,#N/A,#N/A
571JB,571FF,17.966,40.932,#N/A,#N/A
571JB,571FH,22.797,50.594,#N/A,#N/A
571JB,571FL,20.423,45.846,#N/A,#N/A
571JB,571FJ,113.637,227.274,#N/A,#N/A
571JB,571SC,102.132,204.264,#N/A,#N/A
571JB,571FG,65.514,136.028,#N/A,#N/A
571JB,571MQ,44.017,93.034,#N/A,#N/A
571JB,571NF,10.668,21.336,#N/A,#N/A
571JB,571NG,23.789,47.578,#N/A,#N/A
571JB,571FA,25.499,55.998,#N/A,#N/A
571JB,571FP,24.102,53.204,#N/A,#N/A
571JB,571HJ,19.249,43.498,#N/A,#N/A
571JB,571LB,22.005,49.01,#N/A,#N/A
571JB,571QKA,10.612,21.224,#N/A,#N/A
571JB,571QKB,38.222,76.444,#N/A,#N/A
571JB,571QKC,12.111,24.222,#N/A,#N/A
571JB,571QKD,23.984,47.968,#N/A,#N/A
571JB,571QKE,17.863,40.726,#N/A,#N/A
571JB,571QKF,11.184,22.368,#N/A,#N/A
571JB,571QKG,17.551,35.102,#N/A,#N/A
571JB,571QKT,0,5,#N/A,#N/A
571JB,571FM,17.51,40.02,#N/A,#N/A
571JB,571FD,50.066,105.132,#N/A,#N/A
571JB,571FR,30.548,66.096,#N/A,#N/A
571JB,571FS,61.848,128.696,#N/A,#N/A
571JB,571LH,32.256,69.512,#N/A,#N/A
571JB,571SH,44.346,93.692,#N/A,#N/A
571JB,571FK,69.4,138.8,#N/A,#N/A
571JB,571G,47.545,95.09,#N/A,7
571JB,571GB,38.6,77.2,#N/A,#N/A
571JB,571GC,55.083,110.166,#N/A,#N/A
571JB,571HG,59.392,118.784,#N/A,#N/A
571JB,571SB,47.594,95.188,#N/A,#N/A
571JB,571SD,44.425,88.85,#N/A,#N/A
571JB,571CK,18.364,41.728,#N/A,#N/A
571JB,571CL,18.105,41.21,#N/A,#N/A
571JB,571FB,18.369,41.738,#N/A,6
571JB,571CD,5.611,11.222,#N/A,#N/A
571JB,571HN,9.656,19.312,#N/A,#N/A
571JB,571J,2.303,4.606,#N/A,#N/A
571JB,571KA,8.47,16.94,#N/A,#N/A
571JB,571KL,1.905,3.81,#N/A,#N/A
571JB,571FE,38.414,81.828,#N/A,#N/A
571JB,571MC,33.12,71.24,#N/A,#N/A
571JB,571MF,35.928,76.856,#N/A,#N/A
571JB,571M,38.963,82.926,#N/A,#N/A
571JB,571MB,36.166,77.332,#N/A,#N/A
571JB,571MD,50.264,105.528,#N/A,#N/A
571JB,571NA,21.65,43.3,#N/A,#N/A
571JB,571NE,15.359,30.718,#N/A,#N/A
571JB,571NC,12.948,25.896,#N/A,#N/A
571JB,571P,9.816,19.632,#N/A,#N/A
571JB,571PB,12.711,25.422,#N/A,#N/A
571JB,571PC,7.074,14.148,#N/A,#N/A
571JB,571PD,11.133,22.266,#N/A,#N/A
571JB,571AJ,4.128,8.256,#N/A,#N/A
571JB,571KJ,3.233,6.466,#N/A,#N/A
571JB,571PF,11.774,23.548,#N/A,#N/A
571JB,571PG,22.796,45.592,#N/A,#N/A
571JB,571PH,10.959,21.918,#N/A,#N/A
571JB,571AE,12.577,25.154,#N/A,#N/A
571JB,571HP,13.654,27.308,#N/A,#N/A
571JB,571QF,11.967,23.934,#N/A,#N/A
571JB,571QA,2.005,4.01,#N/A,#N/A
571JB,571QC,7.49,14.98,#N/A,#N/A
571JB,571QD,4.919,9.838,#N/A,#N/A
571JB,571QE,6.134,12.268,#N/A,#N/A
571JB,571QM,40.498,85.996,#N/A,#N/A
571JB,571L,90.343,180.686,#N/A,#N/A
571JB,571LA,88.855,177.71,#N/A,#N/A
571JB,571SF,163.743,327.486,#N/A,#N/A
571JB,571SA,142.347,284.694,#N/A,#N/A
571JB,571SE,137.328,274.656,#N/A,#N/A
571JB,571SP,157.92,315.84,#N/A,#N/A
571JB,571SQ,117.18,234.36,#N/A,#N/A
571JB,571ST,131.354,262.708,#N/A,#N/A
571JB,571NB,16.041,32.082,#N/A,#N/A
571JB,571NH,16.693,33.386,#N/A,8
571JB,571QB,23.633,47.266,#N/A,#N/A
571JB,571FX,26.947,58.894,#N/A,#N/A
