from,to,dist,time,????12????????,????5????????
571SB,571J,45.869,91.738,#N/A,#N/A
571SB,571JB,48.588,97.176,#N/A,#N/A
571SB,571KA,46.302,92.604,#N/A,#N/A
571SB,571KL,47.214,94.428,#N/A,#N/A
571SB,571FE,84.226,173.452,#N/A,#N/A
571SB,571MC,78.932,162.864,#N/A,#N/A
571SB,571MF,69.537,144.074,#N/A,#N/A
571SB,571M,68.465,141.93,#N/A,#N/A
571SB,571MB,61.244,127.488,#N/A,#N/A
571SB,571MD,79.766,164.532,#N/A,#N/A
571SB,571NA,62.09,124.18,#N/A,#N/A
571SB,571NE,55.208,110.416,#N/A,#N/A
571SB,571NC,53.979,107.958,#N/A,#N/A
571SB,571P,42.977,85.954,#N/A,#N/A
571SB,571PB,43.426,86.852,#N/A,#N/A
571SB,571PC,43.831,87.662,#N/A,#N/A
571SB,571PD,38.248,76.496,#N/A,#N/A
571SB,571AJ,44.201,88.402,#N/A,#N/A
571SB,571KJ,45.108,90.216,#N/A,#N/A
571SB,571PF,40.686,81.372,#N/A,#N/A
571SB,571PG,27.951,55.902,#N/A,#N/A
571SB,571PH,43.441,86.882,#N/A,#N/A
571SB,571AE,37.588,75.176,#N/A,#N/A
571SB,571HP,43.37,86.74,#N/A,#N/A
571SB,571QF,36.364,72.728,#N/A,#N/A
571SB,571QA,48.946,97.892,#N/A,#N/A
571SB,571QC,50.19,100.38,#N/A,#N/A
571SB,571QD,49.33,98.66,#N/A,#N/A
571SB,571QE,50.243,100.486,#N/A,#N/A
571SB,571QM,70,145,#N/A,#N/A
571SB,571L,44.745,89.49,#N/A,#N/A
571SB,571LA,43.257,86.514,#N/A,#N/A
571SB,571SF,118.145,236.29,#N/A,#N/A
571SB,571SA,96.749,193.498,#N/A,#N/A
571SB,571SE,91.73,183.46,#N/A,#N/A
571SB,571SP,112.322,224.644,#N/A,#N/A
571SB,571SQ,71.582,143.164,#N/A,#N/A
571SB,571ST,85.756,171.512,#N/A,#N/A
571SB,571NB,40.166,80.332,#N/A,#N/A
571SB,571NH,50.132,100.264,#N/A,8
571SB,571QB,47.542,95.084,#N/A,#N/A
571SB,571FX,57.014,119.028,#N/A,#N/A
571SB,571KM,50.126,105.252,#N/A,#N/A
571SB,571TC,79.29,158.58,#N/A,#N/A
571SB,571TB,61.62,123.24,#N/A,#N/A
571SB,571TE,68.259,136.518,#N/A,#N/A
571SB,571TK,58.893,117.786,#N/A,#N/A
571SB,571TP,76.91,153.82,#N/A,4
571SB,571W,66.601,133.202,#N/A,#N/A
571SB,571WA,63.494,131.988,#N/A,#N/A
571SB,571WW,68.972,142.944,#N/A,5
571SD,571AA,40.118,80.236,#N/A,#N/A
571SD,571AD,47.086,94.172,#N/A,#N/A
571SD,571AF,43.038,86.076,#N/A,#N/A
571SD,571AG,39.847,79.694,#N/A,#N/A
571SD,571AC,68.842,137.684,#N/A,#N/A
571SD,571AQ,65.569,131.138,#N/A,#N/A
571SD,571AM,43.337,86.674,#N/A,#N/A
571SD,571AB,64.582,129.164,#N/A,#N/A
571SD,571JC,65.804,131.608,#N/A,#N/A
571SD,571KH,75.319,150.638,#N/A,#N/A
571SD,571TH,98.917,197.834,#N/A,#N/A
571SD,571TL,53.618,107.236,#N/A,#N/A
571SD,571DA,54.091,108.182,#N/A,#N/A
571SD,571K,48.677,97.354,#N/A,#N/A
571SD,571KF,50.517,101.034,#N/A,#N/A
571SD,571KC,55.188,110.376,#N/A,#N/A
571SD,571TD,68.226,136.452,#N/A,#N/A
571SD,571TN,72.062,144.124,#N/A,#N/A
571SD,571HC,54.406,108.812,#N/A,#N/A
571SD,571TM,52.413,104.826,#N/A,#N/A
571SD,571B,44.772,89.544,#N/A,#N/A
571SD,571BM,36.852,73.704,#N/A,#N/A
571SD,571CAE,29.766,64.532,#N/A,#N/A
571SD,571FC,35.05,75.1,#N/A,#N/A
571SD,571FN,40.742,86.484,#N/A,#N/A
571SD,571LD,36.344,77.688,#N/A,#N/A
571SD,571FT,29.752,64.504,#N/A,#N/A
571SD,571KB,29.897,64.794,#N/A,#N/A
571SD,571CS,39.571,79.142,#N/A,#N/A
571SD,571D,47.448,94.896,#N/A,#N/A
571SD,571DC,44.876,89.752,#N/A,#N/A
571SD,571CC,45.271,95.542,#N/A,#N/A
571SD,571FQ,57.755,120.51,#N/A,#N/A
571SD,571HK,39.015,83.03,#N/A,#N/A
571SD,571E,38.781,77.562,#N/A,#N/A
571SD,571EA,40.315,80.63,#N/A,#N/A
571SD,571HB,62.378,124.756,#N/A,#N/A
571SD,571KT,62.718,125.436,#N/A,#N/A
571SD,571DB,57.529,115.058,#N/A,#N/A
571SD,571DJ,51.052,102.104,#N/A,#N/A
571SD,571H,72.579,145.158,#N/A,#N/A
571SD,571TF,63.373,126.746,#N/A,#N/A
571SD,571TQ,75.462,150.924,#N/A,#N/A
571SD,571FF,27.033,59.066,#N/A,#N/A
571SD,571FH,34.586,74.172,#N/A,#N/A
571SD,571FL,29.664,64.328,#N/A,#N/A
571SD,571FJ,57.965,115.93,#N/A,#N/A
571SD,571SC,63.719,127.438,#N/A,#N/A
571SD,571FG,95.891,196.782,#N/A,#N/A
571SD,571MQ,98.727,202.454,#N/A,#N/A
571SD,571NF,49.561,99.122,#N/A,#N/A
571SD,571NG,60.211,120.422,#N/A,#N/A
571SD,571FA,40.952,86.904,#N/A,#N/A
571SD,571FP,42.913,90.826,#N/A,#N/A
571SD,571HJ,37.818,80.636,#N/A,#N/A
571SD,571LB,44.464,93.928,#N/A,#N/A
571SD,571QKA,49.505,99.01,#N/A,#N/A
571SD,571QKB,68.599,137.198,#N/A,#N/A
571SD,571QKC,31.202,62.404,#N/A,#N/A
571SD,571QKD,67.296,134.592,#N/A,#N/A
571SD,571QKE,33.78,72.56,#N/A,#N/A
571SD,571QKF,43.329,86.658,#N/A,#N/A
571SD,571QKG,26.516,53.032,#N/A,#N/A
571SD,571QKT,0,5,#N/A,#N/A
571SD,571FM,30.234,65.468,#N/A,#N/A
571SD,571FD,47.082,99.164,#N/A,#N/A
571SD,571FR,36.468,77.936,#N/A,#N/A
571SD,571FS,58.864,122.728,#N/A,#N/A
571SD,571LH,43.053,91.106,#N/A,#N/A
571SD,571SH,50.266,105.532,#N/A,#N/A
571SD,571FK,25.7,51.4,#N/A,#N/A
571SD,571G,5.078,10.156,#N/A,7
571SD,571GB,16.053,32.106,#N/A,#N/A
571SD,571GC,9.169,18.338,#N/A,#N/A
571SD,571HG,6.922,13.844,#N/A,#N/A
571SD,571SB,12.682,25.364,#N/A,#N/A
571SD,571CK,37.07,79.14,#N/A,#N/A
571SD,571CL,34.022,73.044,#N/A,#N/A
571SD,571FB,31.785,68.57,#N/A,6
571SD,571CD,37.316,74.632,#N/A,#N/A
571SD,571HN,36.134,72.268,#N/A,#N/A
571SD,571J,40.563,81.126,#N/A,#N/A
571SD,571JB,46.053,92.106,#N/A,#N/A
571SD,571KA,43.767,87.534,#N/A,#N/A
571SD,571KL,44.679,89.358,#N/A,#N/A
571SD,571FE,85.101,175.202,#N/A,#N/A
571SD,571MC,79.807,164.614,#N/A,#N/A
571SD,571MF,70.412,145.824,#N/A,#N/A
571SD,571M,69.34,143.68,#N/A,#N/A
571SD,571MB,62.119,129.238,#N/A,#N/A
571SD,571MD,80.641,166.282,#N/A,#N/A
571SD,571NA,56.784,113.568,#N/A,#N/A
571SD,571NE,49.902,99.804,#N/A,#N/A
571SD,571NC,51.444,102.888,#N/A,#N/A
571SD,571P,40.442,80.884,#N/A,#N/A
571SD,571PB,40.891,81.782,#N/A,#N/A
571SD,571PC,41.296,82.592,#N/A,#N/A
571SD,571PD,35.713,71.426,#N/A,#N/A
571SD,571AJ,38.895,77.79,#N/A,#N/A
571SD,571KJ,39.802,79.604,#N/A,#N/A
571SD,571PF,38.151,76.302,#N/A,#N/A
571SD,571PG,19.901,39.802,#N/A,#N/A
571SD,571PH,40.906,81.812,#N/A,#N/A
571SD,571AE,32.282,64.564,#N/A,#N/A
571SD,571HP,38.064,76.128,#N/A,#N/A
571SD,571QF,31.058,62.116,#N/A,#N/A
571SD,571QA,46.411,92.822,#N/A,#N/A
571SD,571QC,44.884,89.768,#N/A,#N/A
571SD,571QD,44.024,88.048,#N/A,#N/A
571SD,571QE,44.937,89.874,#N/A,#N/A
571SD,571QM,70.875,146.75,#N/A,#N/A
571SD,571L,51.93,103.86,#N/A,#N/A
571SD,571LA,46.662,93.324,#N/A,#N/A
571SD,571SF,125.33,250.66,#N/A,#N/A
571SD,571SA,103.934,207.868,#N/A,#N/A
571SD,571SE,98.915,197.83,#N/A,#N/A
571SD,571SP,119.507,239.014,#N/A,#N/A
571SD,571SQ,78.767,157.534,#N/A,#N/A
571SD,571ST,92.941,185.882,#N/A,#N/A
571SD,571NB,34.86,69.72,#N/A,#N/A
571SD,571NH,26.997,53.994,#N/A,8
571SD,571QB,24.607,49.214,#N/A,#N/A
571SD,571FX,57.889,120.778,#N/A,#N/A
571SD,571KM,47.591,100.182,#N/A,#N/A
571SD,571TC,73.984,147.968,#N/A,#N/A
571SD,571TB,56.314,112.628,#N/A,#N/A
571SD,571TE,62.953,125.906,#N/A,#N/A
571SD,571TK,56.358,112.716,#N/A,#N/A
571SD,571TP,71.604,143.208,#N/A,4
571SD,571W,67.476,134.952,#N/A,#N/A
571SD,571WA,64.369,133.738,#N/A,#N/A
571SD,571WW,69.847,144.694,#N/A,5
571CK,571AA,11.197,27.394,#N/A,#N/A
571CK,571AD,16.483,37.966,#N/A,#N/A
571CK,571AF,12.442,29.884,#N/A,#N/A
571CK,571AG,28.822,62.644,#N/A,#N/A
571CK,571AC,24.592,54.184,#N/A,#N/A
571CK,571AQ,26.422,57.844,#N/A,#N/A
571CK,571AM,10.9,26.8,#N/A,#N/A
571CK,571AB,65.902,136.804,#N/A,#N/A
571CK,571JC,67.124,139.248,#N/A,#N/A
571CK,571KH,76.639,158.278,#N/A,#N/A
571CK,571TH,100.237,205.474,#N/A,#N/A
571CK,571TL,54.938,114.876,#N/A,#N/A
571CK,571DA,21.654,48.308,#N/A,#N/A
571CK,571K,16.24,37.48,#N/A,#N/A
571CK,571KF,18.08,41.16,#N/A,#N/A
571CK,571KC,22.751,50.502,#N/A,#N/A
571CK,571TD,22.02,49.04,#N/A,#N/A
571CK,571TN,23.677,52.354,#N/A,#N/A
571CK,571HC,17.196,39.392,#N/A,#N/A
571CK,571TM,19.976,44.952,#N/A,#N/A
571CK,571B,17.678,40.356,#N/A,#N/A
571CK,571BM,8.363,21.726,#N/A,#N/A
571CK,571CAE,8.034,16.068,#N/A,#N/A
571CK,571FC,4.502,9.004,#N/A,#N/A
571CK,571FN,8.267,16.534,#N/A,#N/A
571CK,571LD,2.944,5.888,#N/A,#N/A
571CK,571FT,8.497,16.994,#N/A,#N/A
571CK,571KB,8.165,16.33,#N/A,#N/A
571CK,571CS,10.65,26.3,#N/A,#N/A
571CK,571D,15.011,35.022,#N/A,#N/A
571CK,571DC,26.162,57.324,#N/A,#N/A
571CK,571CC,12.77,25.54,#N/A,#N/A
571CK,571FQ,15.514,31.028,#N/A,#N/A
571CK,571HK,14.498,28.996,#N/A,#N/A
571CK,571E,9.86,24.72,#N/A,#N/A
571CK,571EA,8.416,21.832,#N/A,#N/A
571CK,571HB,24.403,53.806,#N/A,#N/A
571CK,571KT,24.743,54.486,#N/A,#N/A
571CK,571DB,20.779,46.558,#N/A,#N/A
571CK,571DJ,18.243,41.486,#N/A,#N/A
571CK,571H,36.074,77.148,#N/A,#N/A
571CK,571TF,30.936,66.872,#N/A,#N/A
571CK,571TQ,24.275,53.55,#N/A,#N/A
571CK,571FF,9.642,19.284,#N/A,#N/A
571CK,571FH,14.704,29.408,#N/A,#N/A
571CK,571FL,12.33,24.66,#N/A,#N/A
571CK,571FJ,93.572,192.144,#N/A,#N/A
571CK,571SC,94.039,193.078,#N/A,#N/A
571CK,571FG,50.255,100.51,#N/A,#N/A
571CK,571MQ,53.091,106.182,#N/A,#N/A
571CK,571NF,26.612,58.224,#N/A,#N/A
571CK,571NG,38.694,82.388,#N/A,#N/A
571CK,571FA,6.287,12.574,#N/A,#N/A
571CK,571FP,6.769,13.538,#N/A,#N/A
571CK,571HJ,1.113,2.226,#N/A,#N/A
571CK,571LB,6.059,12.118,#N/A,#N/A
571CK,571QKA,26.749,58.498,#N/A,#N/A
571CK,571QKB,22.963,50.926,#N/A,#N/A
571CK,571QKC,25.181,55.362,#N/A,#N/A
571CK,571QKD,24.505,54.01,#N/A,#N/A
571CK,571QKE,4.397,8.794,#N/A,#N/A
571CK,571QKF,10.892,26.784,#N/A,#N/A
571CK,571QKG,35.316,75.632,#N/A,#N/A
571CK,571QKT,0,0,#N/A,#N/A
571CK,571FM,7.835,15.67,#N/A,#N/A
571CK,571FD,33.551,67.102,#N/A,#N/A
571CK,571FR,22.455,44.91,#N/A,#N/A
571CK,571FS,45.333,90.666,#N/A,#N/A
571CK,571LH,16.797,33.594,#N/A,#N/A
571CK,571SH,36.256,72.512,#N/A,#N/A
571CK,571FK,61.307,127.614,#N/A,#N/A
571CK,571G,39.452,83.904,#N/A,7
571CK,571GB,30.507,66.014,#N/A,#N/A
571CK,571GC,46.99,98.98,#N/A,#N/A
571CK,571HG,51.299,107.598,#N/A,#N/A
571CK,571SB,39.501,84.002,#N/A,#N/A
571CK,571SD,36.332,77.664,#N/A,#N/A
571CK,571CL,4.498,8.996,#N/A,#N/A
571CK,571FB,6.579,13.158,#N/A,6
571CK,571CD,23.631,52.262,#N/A,#N/A
571CK,571HN,33.716,72.432,#N/A,#N/A
571CK,571J,20.358,45.716,#N/A,#N/A
571CK,571JB,18.959,42.918,#N/A,#N/A
571CK,571KA,11.33,27.66,#N/A,#N/A
571CK,571KL,17.585,40.17,#N/A,#N/A
571CK,571FE,32.457,64.914,#N/A,#N/A
571CK,571MC,33.641,67.282,#N/A,#N/A
571CK,571MF,24.696,49.392,#N/A,#N/A
571CK,571M,23.704,47.408,#N/A,#N/A
571CK,571MB,20.827,41.654,#N/A,#N/A
571CK,571MD,35.005,70.01,#N/A,#N/A
571CK,571NA,40.33,85.66,#N/A,#N/A
571CK,571NE,34.039,73.078,#N/A,#N/A
571CK,571NC,19.007,43.014,#N/A,#N/A
571CK,571P,8.005,21.01,#N/A,#N/A
571CK,571PB,8.454,21.908,#N/A,#N/A
571CK,571PC,9.611,24.222,#N/A,#N/A
571CK,571PD,12.785,30.57,#N/A,#N/A
571CK,571AJ,17.16,39.32,#N/A,#N/A
571CK,571KJ,16.303,37.606,#N/A,#N/A
571CK,571PF,4.771,14.542,#N/A,#N/A
571CK,571PG,20.088,45.176,#N/A,#N/A
571CK,571PH,8.469,21.938,#N/A,#N/A
571CK,571AE,25.647,56.294,#N/A,#N/A
571CK,571HP,36.458,77.916,#N/A,#N/A
571CK,571QF,25.037,55.074,#N/A,#N/A
571CK,571QA,19.77,44.54,#N/A,#N/A
571CK,571QC,26.17,57.34,#N/A,#N/A
571CK,571QD,22.684,50.368,#N/A,#N/A
571CK,571QE,24.067,53.134,#N/A,#N/A
571CK,571QM,25.239,50.478,#N/A,#N/A
571CK,571L,82.25,169.5,#N/A,#N/A
571CK,571LA,80.762,166.524,#N/A,#N/A
571CK,571SF,155.65,316.3,#N/A,#N/A
571CK,571SA,134.254,273.508,#N/A,#N/A
571CK,571SE,129.235,263.47,#N/A,#N/A
571CK,571SP,149.827,304.654,#N/A,#N/A
571CK,571SQ,109.087,223.174,#N/A,#N/A
571CK,571ST,123.261,251.522,#N/A,#N/A
571CK,571NB,29.111,63.222,#N/A,#N/A
571CK,571NH,34.458,73.916,#N/A,8
571CK,571QB,43.556,92.112,#N/A,#N/A
571CK,571FX,10.01,20.02,#N/A,#N/A
571CK,571KM,11.448,22.896,#N/A,#N/A
571CK,571TC,37.479,79.958,#N/A,#N/A
571CK,571TB,25.134,55.268,#N/A,#N/A
571CK,571TE,35.313,75.626,#N/A,#N/A
571CK,571TK,23.921,52.842,#N/A,#N/A
571CK,571TP,34.9,74.8,#N/A,4
571CK,571W,24.325,53.65,#N/A,#N/A
571CK,571WA,18.653,37.306,#N/A,#N/A
571CK,571WW,24.211,48.422,#N/A,5
571CL,571AA,12.306,29.612,#N/A,#N/A
571CL,571AD,19.274,43.548,#N/A,#N/A
571CL,571AF,15.226,35.452,#N/A,#N/A
571CL,571AG,28.424,61.848,#N/A,#N/A
571CL,571AC,28.472,61.944,#N/A,#N/A
571CL,571AQ,30.302,65.604,#N/A,#N/A
571CL,571AM,13.778,32.556,#N/A,#N/A
571CL,571AB,61.852,128.704,#N/A,#N/A
571CL,571JC,63.074,131.148,#N/A,#N/A
571CL,571KH,72.589,150.178,#N/A,#N/A
571CL,571TH,96.187,197.374,#N/A,#N/A
571CL,571TL,50.888,106.776,#N/A,#N/A
571CL,571DA,24.532,54.064,#N/A,#N/A
571CL,571K,19.118,43.236,#N/A,#N/A
571CL,571KF,20.958,46.916,#N/A,#N/A
571CL,571KC,25.629,56.258,#N/A,#N/A
571CL,571TD,25.9,56.8,#N/A,#N/A
571CL,571TN,27.557,60.114,#N/A,#N/A
571CL,571HC,21.076,47.152,#N/A,#N/A
571CL,571TM,21.716,48.432,#N/A,#N/A
571CL,571B,16.96,38.92,#N/A,#N/A
571CL,571BM,9.04,23.08,#N/A,#N/A
571CL,571CAE,4.705,9.41,#N/A,#N/A
571CL,571FC,4.864,9.728,#N/A,#N/A
571CL,571FN,9.299,18.598,#N/A,#N/A
571CL,571LD,3.941,7.882,#N/A,#N/A
571CL,571FT,4.063,8.126,#N/A,#N/A
571CL,571KB,4.836,9.672,#N/A,#N/A
571CL,571CS,11.759,28.518,#N/A,#N/A
571CL,571D,17.889,40.778,#N/A,#N/A
571CL,571DC,25.764,56.528,#N/A,#N/A
571CL,571CC,13.455,26.91,#N/A,#N/A
571CL,571FQ,16.464,32.928,#N/A,#N/A
571CL,571HK,14.515,29.03,#N/A,#N/A
571CL,571E,10.969,26.938,#N/A,#N/A
571CL,571EA,12.503,30.006,#N/A,#N/A
571CL,571HB,28.283,61.566,#N/A,#N/A
571CL,571KT,28.623,62.246,#N/A,#N/A
571CL,571DB,23.657,52.314,#N/A,#N/A
571CL,571DJ,21.121,47.242,#N/A,#N/A
571CL,571H,34.93,74.86,#N/A,#N/A
571CL,571TF,33.814,72.628,#N/A,#N/A
571CL,571TQ,28.155,61.31,#N/A,#N/A
571CL,571FF,6.767,13.534,#N/A,#N/A
571CL,571FH,10.654,21.308,#N/A,#N/A
571CL,571FL,8.28,16.56,#N/A,#N/A
571CL,571FJ,89.522,184.044,#N/A,#N/A
571CL,571SC,89.989,184.978,#N/A,#N/A
571CL,571FG,54.135,108.27,#N/A,#N/A
571CL,571MQ,56.971,113.942,#N/A,#N/A
571CL,571NF,25.939,56.878,#N/A,#N/A
571CL,571NG,36.192,77.384,#N/A,#N/A
571CL,571FA,8.349,16.698,#N/A,#N/A
571CL,571FP,10.65,21.3,#N/A,#N/A
571CL,571HJ,5.555,11.11,#N/A,#N/A
571CL,571LB,12.201,24.402,#N/A,#N/A
571CL,571QKA,26.076,57.152,#N/A,#N/A
571CL,571QKB,26.843,58.686,#N/A,#N/A
571CL,571QKC,28.472,61.944,#N/A,#N/A
571CL,571QKD,28.385,61.77,#N/A,#N/A
571CL,571QKE,0.266,0.532,#N/A,#N/A
571CL,571QKF,13.77,32.54,#N/A,#N/A
571CL,571QKG,41.615,88.23,#N/A,#N/A
571CL,571QKT,0,0,#N/A,#N/A
571CL,571FM,3.401,6.802,#N/A,#N/A
571CL,571FD,21.064,42.128,#N/A,#N/A
571CL,571FR,18.405,36.81,#N/A,#N/A
571CL,571FS,42.158,84.316,#N/A,#N/A
571CL,571LH,17.482,34.964,#N/A,#N/A
571CL,571SH,32.203,64.406,#N/A,#N/A
571CL,571FK,57.257,119.514,#N/A,#N/A
571CL,571G,35.402,75.804,#N/A,7
571CL,571GB,26.457,57.914,#N/A,#N/A
571CL,571GC,42.94,90.88,#N/A,#N/A
571CL,571HG,47.249,99.498,#N/A,#N/A
571CL,571SB,35.451,75.902,#N/A,#N/A
571CL,571SD,32.282,69.564,#N/A,#N/A
571CL,571CK,4.458,8.916,#N/A,#N/A
571CL,571FB,2.145,4.29,#N/A,6
571CL,571CD,20.481,45.962,#N/A,#N/A
571CL,571HN,26.703,58.406,#N/A,#N/A
571CL,571J,17.173,39.346,#N/A,#N/A
571CL,571JB,18.241,41.482,#N/A,#N/A
571CL,571KA,14.208,33.416,#N/A,#N/A
571CL,571KL,16.867,38.734,#N/A,#N/A
571CL,571FE,36.337,72.674,#N/A,#N/A
571CL,571MC,37.521,75.042,#N/A,#N/A
571CL,571MF,28.576,57.152,#N/A,#N/A
571CL,571M,27.584,55.168,#N/A,#N/A
571CL,571MB,24.707,49.414,#N/A,#N/A
571CL,571MD,38.885,77.77,#N/A,#N/A
571CL,571NA,39.932,84.864,#N/A,#N/A
571CL,571NE,33.641,72.282,#N/A,#N/A
571CL,571NC,21.885,48.77,#N/A,#N/A
571CL,571P,10.883,26.766,#N/A,#N/A
571CL,571PB,11.332,27.664,#N/A,#N/A
571CL,571PC,13.484,31.968,#N/A,#N/A
571CL,571PD,7.901,20.802,#N/A,#N/A
571CL,571AJ,17.884,40.768,#N/A,#N/A
571CL,571KJ,17.027,39.054,#N/A,#N/A
571CL,571PF,7.649,20.298,#N/A,#N/A
571CL,571PG,16.038,37.076,#N/A,#N/A
571CL,571PH,11.347,27.694,#N/A,#N/A
571CL,571AE,29.552,64.104,#N/A,#N/A
571CL,571HP,35.334,75.668,#N/A,#N/A
571CL,571QF,28.328,61.656,#N/A,#N/A
571CL,571QA,18.599,42.198,#N/A,#N/A
571CL,571QC,25.772,56.544,#N/A,#N/A
571CL,571QD,21.966,48.932,#N/A,#N/A
571CL,571QE,23.68,52.36,#N/A,#N/A
571CL,571QM,29.119,58.238,#N/A,#N/A
571CL,571L,78.2,161.4,#N/A,#N/A
571CL,571LA,76.712,158.424,#N/A,#N/A
571CL,571SF,151.6,308.2,#N/A,#N/A
571CL,571SA,130.204,265.408,#N/A,#N/A
571CL,571SE,125.185,255.37,#N/A,#N/A
571CL,571SP,145.777,296.554,#N/A,#N/A
571CL,571SQ,105.037,215.074,#N/A,#N/A
571CL,571ST,119.211,243.422,#N/A,#N/A
571CL,571NB,32.13,69.26,#N/A,#N/A
571CL,571NH,42.096,89.192,#N/A,8
571CL,571QB,39.506,84.012,#N/A,#N/A
571CL,571FX,13.891,27.782,#N/A,#N/A
571CL,571KM,15.328,30.656,#N/A,#N/A
571CL,571TC,40.357,85.714,#N/A,#N/A
571CL,571TB,28.012,61.024,#N/A,#N/A
571CL,571TE,38.191,81.382,#N/A,#N/A
571CL,571TK,26.799,58.598,#N/A,#N/A
571CL,571TP,37.778,80.556,#N/A,4
571CL,571W,28.205,61.41,#N/A,#N/A
571CL,571WA,22.533,45.066,#N/A,#N/A
571CL,571WW,28.091,56.182,#N/A,5
571FB,571AA,13.038,31.076,13,#N/A
571FB,571AD,20.006,45.012,13,#N/A
571FB,571AF,15.958,36.916,13,#N/A
571FB,571AG,29.156,63.312,13,#N/A
571FB,571AC,30.414,65.828,13,#N/A
571FB,571AQ,26.382,57.764,13,#N/A
571FB,571AM,16.257,37.514,13,#N/A
571FB,571AB,60.477,125.954,13,#N/A
571FB,571JC,61.699,128.398,13,#N/A
571FB,571KH,71.214,147.428,13,#N/A
571FB,571TH,94.812,194.624,13,#N/A
571FB,571TL,49.513,104.026,13,#N/A
571FB,571DA,27.011,59.022,13,#N/A
571FB,571K,21.597,48.194,13,#N/A
571FB,571KF,23.437,51.874,13,#N/A
571FB,571KC,28.108,61.216,13,#N/A
571FB,571TD,30.694,66.388,13,#N/A
571FB,571TN,29.499,63.998,13,#N/A
571FB,571HC,23.018,51.036,13,#N/A
571FB,571TM,25.333,55.666,13,#N/A
571FB,571B,17.692,40.384,13,#N/A
571FB,571BM,9.772,24.544,13,#N/A
571FB,571CAE,4.437,8.874,13,#N/A
571FB,571FC,3.269,6.538,13,#N/A
571FB,571FN,8.961,17.922,13,#N/A
571FB,571LD,4.563,9.126,13,#N/A
571FB,571FT,2.218,4.436,13,#N/A
571FB,571KB,4.568,9.136,13,#N/A
571FB,571CS,12.491,29.982,13,#N/A
571FB,571D,20.368,45.736,13,#N/A
571FB,571DC,26.496,57.992,13,#N/A
571FB,571CC,11.86,23.72,13,#N/A
571FB,571FQ,14.869,29.738,13,#N/A
571FB,571HK,12.92,25.84,13,#N/A
571FB,571E,11.701,28.402,13,#N/A
571FB,571EA,13.235,31.47,13,#N/A
571FB,571HB,30.225,65.45,13,#N/A
571FB,571KT,30.565,66.13,13,#N/A
571FB,571DB,26.136,57.272,13,#N/A
571FB,571DJ,23.6,52.2,13,#N/A
571FB,571H,41.431,87.862,13,#N/A
571FB,571TF,36.293,77.586,13,#N/A
571FB,571TQ,30.097,65.194,13,#N/A
571FB,571FF,7.239,14.478,13,#N/A
571FB,571FH,9.169,18.338,13,#N/A
571FB,571FL,6.905,13.81,13,#N/A
571FB,571FJ,88.147,181.294,13,#N/A
571FB,571SC,88.614,182.228,13,#N/A
571FB,571FG,56.077,112.154,13,#N/A
571FB,571MQ,58.913,117.826,13,#N/A
571FB,571NF,26.671,58.342,13,#N/A
571FB,571NG,36.924,78.848,13,#N/A
571FB,571FA,9.171,18.342,13,#N/A
571FB,571FP,11.423,22.846,13,#N/A
571FB,571HJ,7.015,14.03,13,#N/A
571FB,571LB,14.143,28.286,13,#N/A
571FB,571QKA,26.808,58.616,13,#N/A
571FB,571QKB,28.785,62.57,13,#N/A
571FB,571QKC,27.097,59.194,13,#N/A
571FB,571QKD,28.109,61.218,13,#N/A
571FB,571QKE,2.295,4.59,13,#N/A
571FB,571QKF,16.249,37.498,13,#N/A
571FB,571QKG,40.24,85.48,13,#N/A
571FB,571QKT,0,0,13,#N/A
571FB,571FM,1.616,3.232,13,#N/A
571FB,571FD,19.469,38.938,13,#N/A
571FB,571FR,16.92,33.84,13,#N/A
571FB,571FS,40.673,81.346,13,#N/A
571FB,571LH,15.887,31.774,13,#N/A
571FB,571SH,30.718,61.436,13,#N/A
571FB,571FK,55.882,116.764,13,#N/A
571FB,571G,34.027,45.36933333,13,7
571FB,571GB,25.082,55.164,13,#N/A
571FB,571GC,41.565,88.13,13,#N/A
571FB,571HG,45.874,96.748,13,#N/A
571FB,571SB,34.076,73.152,13,#N/A
571FB,571SD,30.907,66.814,13,#N/A
571FB,571CK,6.041,12.082,13,#N/A
571FB,571CL,2.537,5.074,13,#N/A
571FB,571CD,21.213,47.426,13,#N/A
571FB,571HN,32.029,69.058,13,#N/A
571FB,571J,17.905,40.81,13,#N/A
571FB,571JB,18.973,42.946,13,#N/A
571FB,571KA,16.687,38.374,13,#N/A
571FB,571KL,17.599,40.198,13,#N/A
571FB,571FE,38.279,76.558,13,#N/A
571FB,571MC,39.463,78.926,13,#N/A
571FB,571MF,30.518,61.036,13,#N/A
571FB,571M,29.526,59.052,13,#N/A
571FB,571MB,20.133,40.266,13,#N/A
571FB,571MD,40.827,81.654,13,#N/A
571FB,571NA,40.664,86.328,13,#N/A
571FB,571NE,34.373,73.746,13,#N/A
571FB,571NC,24.364,53.728,13,#N/A
571FB,571P,13.362,31.724,13,#N/A
571FB,571PB,13.811,32.622,13,#N/A
571FB,571PC,14.216,33.432,13,#N/A
571FB,571PD,8.633,22.266,13,#N/A
571FB,571AJ,18.616,42.232,13,#N/A
571FB,571KJ,17.759,40.518,13,#N/A
571FB,571PF,9.591,24.182,13,#N/A
571FB,571PG,14.663,34.326,13,#N/A
571FB,571PH,13.826,32.652,13,#N/A
571FB,571AE,28.177,61.354,13,#N/A
